date,observation_datetime_utc,scene_index,cloud_cover,scene_covers_roi,scene_coverage_ratio,export_requested,export_eligible,export_reason,exported,lst_drive_folder,indices_drive_folder,lst_export_description,indices_export_description,lst_total_pixels,lst_valid_pixels,lst_valid_pixel_ratio,lst_mean_temp_c,lst_min_temp_c,lst_max_temp_c,lst_std_temp_c,indices_valid_pixel_ratio,ndvi_mean,ndvi_min,ndvi_max,ndvi_std,ndbi_mean,ndbi_min,ndbi_max,ndbi_std,ndwi_mean,ndwi_min,ndwi_max,ndwi_std
2023-09-02,2023-09-02T03:17:13,LC08_126045_20230902,45.81,False,0.005987431509041372,False,False,scene_does_not_cover_roi|lst_valid_ratio_below_threshold|indices_valid_ratio_below_threshold,False,,,,,22479.0,44.0,0.19573824458383382,19.577681948123374,10.305493124807242,23.74750477222682,2.9394395594665617,0.048934561145958455,0.5487611298978736,0.5043311837544099,0.6531804271282371,0.03764542313813498,-0.2334274752658987,-0.29412295050295595,-0.1865531935857329,0.03209297333780428,-0.5025987935572831,-0.5858738113088426,-0.4584304701928609,0.03390939716305923
2023-09-02,2023-09-02T03:17:37,LC08_126046_20230902,15.01,False,0.02911771501278195,False,False,scene_does_not_cover_roi,False,,,,,109004.0,84657.0,77.66412241752596,30.917991813998015,16.136044098091872,37.70480104630212,2.000368641383534,77.65678323731238,0.5685054168717405,-0.5158723278836319,0.8847164051962801,0.24274163080666503,-0.30726361107384964,-0.9478650990099012,0.2848256907276146,0.14800371959136688,-0.513938914047027,-0.8030213603780981,0.5120570350178236,0.21518809157526553
2023-09-09,2023-09-09T03:23:24,LC08_127045_20230909,75.91,False,0.9306484591645184,False,False,scene_does_not_cover_roi|lst_valid_ratio_below_threshold|indices_valid_ratio_below_threshold,False,,,,,3469330.0,48883.0,1.4090040440084974,25.994596191894498,14.415324084940778,43.398203079447285,2.365424002821742,1.0357907722816797,0.6552288833141333,-0.7740083843921318,0.9916286288671763,0.2144844542906871,-0.31800039713417216,-0.9371407784648964,0.347403135724685,0.13963612783276352,-0.5782265566813752,-0.9013069591088185,0.8587723187295959,0.19302653016388824
2023-09-09,2023-09-09T03:23:48,LC08_127046_20230909,95.14,False,0.5341571508060181,False,False,scene_does_not_cover_roi|lst_valid_ratio_below_threshold|indices_valid_ratio_below_threshold,False,,,,,1992144.0,0.0,0.0,,,,,0.0,,,,,,,,,,,,
2023-09-18,2023-09-18T03:17:18,LC08_126045_20230918,94.71,False,0.006944073717640297,False,False,scene_does_not_cover_roi|lst_valid_ratio_below_threshold|indices_valid_ratio_below_threshold,False,,,,,26059.0,0.0,0.0,,,,,0.0,,,,,,,,,,,,
2023-09-18,2023-09-18T03:17:42,LC08_126046_20230918,65.88,False,0.03165290850201122,False,False,scene_does_not_cover_roi,False,,,,,118486.0,94477.0,79.73684654727141,11.666589882206988,-1.4921039421923865,21.400098972939077,3.4128288130973776,71.52490589605523,0.4754071419695502,-0.38328659827967665,0.9999170606286805,0.20273369364912605,-0.32683488227558743,-0.5793777814490898,0.13461346424556347,0.0882183529171436,-0.40305572820688373,-0.981888745148771,0.39786287760642275,0.16759361917551865
2023-09-25,2023-09-25T03:23:30,LC08_127045_20230925,46.1,False,0.9330319548569561,False,False,scene_does_not_cover_roi|lst_valid_ratio_below_threshold|indices_valid_ratio_below_threshold,False,,,,,3478199.0,432198.0,12.425913525936842,25.175703704196284,8.435583274753412,40.7698966615946,3.022837872233794,10.270660189368117,0.5455552303180603,-0.7851344227727997,0.9989752944620859,0.2149587162318078,-0.21158029742268966,-0.8377765420387514,0.7150845798965475,0.1504309395474215,-0.5042201534765056,-0.9951199389114656,0.8108057927961385,0.1846820546587431
2023-09-25,2023-09-25T03:23:54,LC08_127046_20230925,85.77,False,0.5298762410471148,False,False,scene_does_not_cover_roi|lst_valid_ratio_below_threshold|indices_valid_ratio_below_threshold,False,,,,,1976175.0,634361.0,32.10044656976229,22.716702490102158,5.644549611128639,34.817822123043015,2.6989105826514943,28.382101787544116,0.5081260213927112,-0.9022838557489549,0.9993283383321946,0.19777366002298477,-0.22129768257490118,-0.6931476657984372,0.8335869499056551,0.12751388114994194,-0.45667365670302595,-0.99399884593191,0.9187107899979189,0.17843612718169355
2023-10-04,2023-10-04T03:17:21,LC08_126045_20231004,11.32,False,0.007011486283381776,False,False,scene_does_not_cover_roi,False,,,,,26310.0,16477.0,62.62637780311668,35.05768076174154,27.69887817079723,41.97971031825739,2.175516946740616,56.18015963511973,0.5955904755947382,-0.41342641448169504,0.96769769715403,0.20283169554311567,-0.25592925071890565,-0.6726277102192844,0.2591675074921314,0.13757447704119102,-0.5396535636814683,-0.798027275929747,0.4167594879493761,0.17800816792835103
2023-10-04,2023-10-04T03:17:45,LC08_126046_20231004,9.77,False,0.03185029957902346,False,False,scene_does_not_cover_roi,False,,,,,119240.0,87318.0,73.22878228782288,34.92919357845129,27.699537368116353,42.80669685959077,1.702576255561579,67.20815162697082,0.4579523770645238,-0.7525777033314721,0.9965807149763404,0.2507152853604871,-0.2622801303240618,-0.9907702100572879,0.26074370341365183,0.1475006734419646,-0.4248249858131781,-0.8983063229797026,0.7483531460589081,0.22605444203364336
2023-10-11,2023-10-11T03:23:34,LC08_127045_20231011,29.46,False,0.9339885440038054,False,False,scene_does_not_cover_roi,False,,,,,3481762.0,2368913.0,68.03776363806602,25.625159605384887,14.385456887285216,44.41301418075591,2.8615073168148855,64.24175460585761,0.48921749232306655,-0.9977174016422026,0.9999215347797089,0.24300567245209198,-0.20466153371012397,-0.9882084162429063,0.9849372384937227,0.15253981883553086,-0.46368750622982274,-0.9979874703801086,0.9972446519459643,0.21870051207548127
2023-10-11,2023-10-11T03:23:58,LC08_127046_20231011,86.55,False,0.5270290560355622,False,False,scene_does_not_cover_roi|lst_valid_ratio_below_threshold|indices_valid_ratio_below_threshold,False,,,,,1965566.0,927448.0,47.184780363518705,25.42032540535094,15.76649198827755,39.541743043181555,2.542651385971532,42.28349493224852,0.509603780614075,-0.9758202014983207,0.9999092805951194,0.22039834862071261,-0.22247395402958503,-0.9704040978941376,0.8660177497852845,0.15350897053860718,-0.47493489604123224,-0.9835026588872116,0.9754716981132074,0.19901526925927346
2023-10-20,2023-10-20T03:17:22,LC08_126045_20231020,99.41,False,0.005516807531345068,False,False,scene_does_not_cover_roi|lst_valid_ratio_below_threshold|indices_valid_ratio_below_threshold,False,,,,,20728.0,0.0,0.0,,,,,0.0,,,,,,,,,,,,
2023-10-20,2023-10-20T03:17:46,LC08_126046_20231020,90.49,False,0.027812199703037842,False,False,scene_does_not_cover_roi|lst_valid_ratio_below_threshold|indices_valid_ratio_below_threshold,False,,,,,104141.0,0.0,0.0,,,,,0.0,,,,,,,,,,,,
2023-10-27,2023-10-27T03:23:37,LC08_127045_20231027,40.59,False,0.935234122395716,False,False,scene_does_not_cover_roi,False,,,,,3486405.0,2109130.0,60.49584027099548,28.236725710394886,18.25789097258894,44.08131808684777,1.9869710154003422,54.94969746773539,0.5051122099697486,-0.9986535872283129,0.9998421509563022,0.23052572683461572,-0.20683919514187257,-0.999655112950509,0.9649122807017471,0.16032988762070186,-0.4608059868808658,-0.9925910532450284,0.9991104616068874,0.2214655542927192
2023-10-27,2023-10-27T03:24:01,LC08_127046_20231027,20.6,False,0.5239281090133222,False,False,scene_does_not_cover_roi,False,,,,,1954011.0,1214023.0,62.129793537498,27.80178086340665,17.994981559682003,42.2273300682935,1.81055908343066,56.43013268604936,0.5066163479078301,-0.9995275590551185,0.9998542167796486,0.2128847101135276,-0.213884596625313,-0.9560257208048121,0.993471164309037,0.15892798533030925,-0.46167847033067844,-0.9985848074921956,0.9997995054467689,0.19958400496309542
