feature,linear_abs_standardized_coefficient,random_forest_importance,permutation_importance,vif
BUILD_COV,0.07749118655920029,0.0012511899637181081,0.0002203643636508934,3.968942484549191
BUILD_DEN,0.021614909172058105,0.0012663129360267985,0.0003558993995054771,4.033538257294451
BUILD_H_MEAN,0.12626692652702332,0.00350987267759472,0.001840918699561578,46.739181064983256
BUILD_H_MAX,0.14421769976615906,0.003244996762594946,0.0014241059955916956,54.8649764054534
ROAD_DEN,0.02157079055905342,0.004253075547724144,0.0012059520964277427,1.2958918586489607
ELEV_MEAN,0.17796164751052856,0.05495557452639598,0.08576479684092138,1.8260160123989428
POP_DEN_WORLDPOP2020,0.07727481424808502,0.04820857330579925,0.06256625679461533,2.5191605088647724
NTL_MEAN,0.11119523644447327,0.035038577901845495,0.036400066752320895,2.47667779585157
NDVI,0.5665882229804993,0.11190392610815574,0.11622230259697157,24.960820778942544
NDBI,0.2779553532600403,0.1482465523820759,0.2722752054488214,2.457403695681341
NDWI,0.5325338244438171,0.024991290066245564,0.03202981480409946,25.99192536383889
LULC_WATER_COV,0.11099186539649963,0.02935279473183743,0.020685538532136803,1.5241146222639057
LULC_TREE_COV,0.11611761152744293,0.0032132716820886522,0.0029396382725357163,2.0879860024475057
LULC_BUILT_COV,0.26861250400543213,0.5293960416599854,0.14377777250113594,3.177050541286544
LULC_RANGE_COV,0.011855270713567734,0.00027161433757325325,0.00010671991004327364,1.0133188988940367
LULC_WETLAND_COV,0.046960100531578064,0.0008963354103386213,0.0006703685559226625,1.043487433530389
