feature,mean_abs_shap
NDBI,1.1564640079610136
ELEV_MEAN,0.30326643700372413
NDVI,0.14830967148851346
NDWI,0.11434329924690984
BUILD_H_MEAN,0.11342667935446478
ROAD_DEN,0.05735442762539391
BUILD_H_MAX,0.05203712586792239
BUILD_COV,0.013529737748106424
BUILD_DEN,0.011014501695088262
