feature,mean_abs_shap
NDBI,0.6691508165410636
NDVI,0.4082065039345689
POP_DEN_WORLDPOP2020,0.2791255788149835
ELEV_MEAN,0.21667727127409217
NDWI,0.18379727054456885
NTL_MEAN,0.12885228125130746
BUILD_H_MEAN,0.05147855618201031
BUILD_H_MAX,0.0493603217595341
ROAD_DEN,0.04148194755038863
BUILD_COV,0.004160441942211307
BUILD_DEN,0.0036771814393031514
