feature,linear_abs_standardized_coefficient,random_forest_importance,permutation_importance,vif
BUILD_COV,0.08150628954172134,0.0011219220275664552,5.667510411369037e-05,3.8652388252331855
BUILD_DEN,0.03049793839454651,0.0013546493253922681,0.0003114198729501916,3.961091752266496
BUILD_H_MEAN,0.06810329854488373,0.003752324956718067,0.0021500039364409696,49.65700789079565
BUILD_H_MAX,0.08617659658193588,0.0034759123326404628,0.0014666796699933982,57.851471526352995
ROAD_DEN,0.02871464565396309,0.004642865765138427,0.0011577537910088976,1.2963268225241942
ELEV_MEAN,0.1789970099925995,0.05450926278029789,0.0830222831794705,1.7903748501726215
POP_DEN_LANDSCAN2020,0.03485092520713806,0.02554521718007143,0.024466516730079612,1.3671666807100211
NTL_MEAN,0.14893457293510437,0.0482424880370804,0.06710966113108444,1.5513980804597192
NDVI,0.6011056900024414,0.11225804467855212,0.13785575133612277,25.364529725872487
NDBI,0.24377810955047607,0.15326781759897773,0.2917310307449537,2.345599021116131
NDWI,0.6093268394470215,0.0454681994319102,0.052335775601748846,27.04532536347179
LULC_WATER_COV,0.15209205448627472,0.028801481201488077,0.02381401642281451,1.728863633810849
LULC_TREE_COV,0.11930176615715027,0.0027359710758389963,0.002455648205500094,2.0327735533713414
LULC_BUILT_COV,0.27321329712867737,0.5133896142705933,0.1733742344889165,3.1435455934717322
LULC_RANGE_COV,0.014639811590313911,0.0004177416345347461,0.0001421818288040666,1.0116320205601597
LULC_WETLAND_COV,0.048269469290971756,0.0010164877031994422,0.0006312082039266143,1.044264362978308
