feature,mean_abs_shap
LULC_BUILT_COV,0.6544375831849822
POP_DEN_WORLDPOP2020,0.27186267236910433
ELEV_MEAN,0.27127426486876194
NTL_MEAN,0.17077930295280744
LULC_TREE_COV,0.14582857951442282
LULC_WATER_COV,0.11374112742102852
ROAD_DEN,0.06625128678456213
BUILD_H_MAX,0.05225800845309754
BUILD_COV,0.042140477471966996
BUILD_H_MEAN,0.03583642260196759
BUILD_DEN,0.01335075795034962
LULC_RANGE_COV,0.010362700285946406
LULC_WETLAND_COV,0.006778597717642913
