feature,mean_abs_shap
NDBI,0.46730564682873765
LULC_BUILT_COV,0.3738068017250083
NDVI,0.33192086159747686
ELEV_MEAN,0.21330986020655832
POP_DEN_WORLDPOP2020,0.20481822336290362
NTL_MEAN,0.14276069468139985
NDWI,0.09862797121124439
LULC_WATER_COV,0.0921107130091963
LULC_TREE_COV,0.050038905688168475
BUILD_H_MAX,0.03024531936177055
ROAD_DEN,0.015677882414374275
BUILD_COV,0.00566709194439481
BUILD_DEN,0.0032564899400841355
LULC_WETLAND_COV,0.002956821158461283
LULC_RANGE_COV,0.00109178778393787
