feature,mean_abs_shap
NDBI,0.7764974547035669
NDVI,0.4532777086000401
ELEV_MEAN,0.28947907253939004
NDWI,0.28704984839601444
ROAD_DEN,0.07789726312996371
BUILD_H_MEAN,0.06308534410900338
BUILD_H_MAX,0.0409671728072666
BUILD_DEN,0.004526269166890486
BUILD_COV,0.004268989327315504
