feature,mean_abs_shap
NDBI,0.7024894825266641
LULC_BUILT_COV,0.4320148422319213
POP_DEN_WORLDPOP2020,0.37710408355764097
ELEV_MEAN,0.3410468984061756
NDVI,0.21206470725681684
NDWI,0.1906548305470547
NTL_MEAN,0.15584711011724003
LULC_WATER_COV,0.05587722065768207
BUILD_H_MEAN,0.045798805827886445
ROAD_DEN,0.025912834965348002
LULC_TREE_COV,0.010615787398780427
LULC_WETLAND_COV,0.008790929433674438
BUILD_COV,0.0068993194776417405
BUILD_DEN,0.004981142222250279
LULC_RANGE_COV,0.003374051779673941
