feature,linear_abs_standardized_coefficient,random_forest_importance,permutation_importance,vif
BUILD_COV,0.10159971565008163,0.002057635359771497,0.0005454147933655507,3.105641543571162
BUILD_DEN,0.021779358386993408,0.002337525998319136,0.0008085572065172686,2.219931411525817
BUILD_H_MAX,0.030793599784374237,0.008239280156309866,0.005670698208811486,1.8338055965928841
ROAD_DEN,0.031064849346876144,0.006148514115918909,0.0015639312681957397,1.3226692836423306
ELEV_MEAN,0.1128225177526474,0.0820849772410405,0.14424111247013277,1.954189595999187
POP_DEN_WORLDPOP2020,0.12183146178722382,0.08189641913113448,0.14308363302817492,1.9227212831515308
NTL_MEAN,0.09286119043827057,0.03947915926806806,0.07206357865584914,1.8658523171937018
NDVI,0.40489983558654785,0.07828159929024713,0.07971235052214418,32.23969715021426
NDBI,0.24076247215270996,0.14049872112396966,0.31338836764956257,2.7465127578516153
NDWI,0.44030991196632385,0.07191776296758715,0.07371676524569716,34.56468872196561
LULC_WATER_COV,0.21295318007469177,0.0062520877622106626,0.007557473776186796,2.0692315993756742
LULC_TREE_COV,0.05693836510181427,0.0014670646776494631,0.0016148005113546526,2.0253859918058454
LULC_BUILT_COV,0.26723915338516235,0.4735734958749228,0.12161183863989462,3.2465977633847625
LULC_RANGE_COV,0.03284750506281853,0.0007242106052901009,0.00017719668991041936,1.0186281416429215
LULC_WETLAND_COV,0.04394470155239105,0.005041546427560598,0.009806223362405464,1.0986581246120415
