feature,linear_abs_standardized_coefficient,random_forest_importance,permutation_importance,vif
BUILD_COV,0.1072872206568718,0.002110829615111342,0.0003197662817350566,3.092557276180961
BUILD_DEN,0.02139437198638916,0.0026150754143529054,0.0009307438783108357,2.2158907846836198
BUILD_H_MEAN,0.010076768696308136,0.008239938241051134,0.0061085339163911455,1.7390828785623296
ROAD_DEN,0.03814326599240303,0.006863786437916438,0.0016837355232637075,1.329959632435821
ELEV_MEAN,0.11099839955568314,0.08052165774040464,0.16762182104301035,1.978706388260432
POP_DEN_LANDSCAN2020,0.05998918041586876,0.04103878718670997,0.04892164433518562,1.5145777928398054
NTL_MEAN,0.12286388128995895,0.0634585251388805,0.12371832970092238,1.6354971522712374
NDVI,0.4053540825843811,0.05412862674151847,0.0679974126084403,31.67335164575841
NDBI,0.23033206164836884,0.1511509717210531,0.35944038488704927,2.669549452301492
NDWI,0.4434090256690979,0.10093326545638237,0.10908193347025033,33.950086305807886
LULC_WATER_COV,0.21267388761043549,0.006545093191008079,0.009855770647443451,2.037539700968757
LULC_TREE_COV,0.055392857640981674,0.001316102792281988,0.0016065380933080631,2.0465040934434158
LULC_BUILT_COV,0.27615678310394287,0.4754584757998584,0.17092429563761574,3.217110041886897
LULC_RANGE_COV,0.0342886857688427,0.0008517011450064579,0.00042189055259796995,1.0199019041713069
LULC_WETLAND_COV,0.05504226312041283,0.004767163378464283,0.009983622114578029,1.1176013653785983
