feature,mean_abs_shap
NDBI,0.702804506249977
LULC_BUILT_COV,0.4317775949005044
POP_DEN_WORLDPOP2020,0.3773526884049044
ELEV_MEAN,0.3414672908591495
NDVI,0.21215937429163337
NDWI,0.19070973989967255
NTL_MEAN,0.15586959243653525
LULC_WATER_COV,0.055917334105079874
BUILD_H_PC1,0.04521299780597118
ROAD_DEN,0.026058197992531312
LULC_TREE_COV,0.01050102533030147
LULC_WETLAND_COV,0.00882928571521394
BUILD_COV,0.0070272793371286965
BUILD_DEN,0.0048348574218758465
LULC_RANGE_COV,0.003337678582650841
