feature,linear_abs_standardized_coefficient,random_forest_importance,permutation_importance,vif
BUILD_COV,0.09981871396303177,0.0020808455780894925,0.0005285941069669842,3.101504423797182
BUILD_DEN,0.023310095071792603,0.002331794334129557,0.000840001370529131,2.2469635177483993
BUILD_H_MEAN,0.026020579040050507,0.007923801706050485,0.0053730893694493576,1.7155040323590796
ROAD_DEN,0.031040508300065994,0.0061483182512290365,0.0015359267012994172,1.3226765829736495
ELEV_MEAN,0.1128460094332695,0.08214616427810101,0.1439587288985416,1.9541859540601572
POP_DEN_WORLDPOP2020,0.12070675194263458,0.08193344199944529,0.1421925911096359,1.9140876957359645
NTL_MEAN,0.09273047000169754,0.039505660742046395,0.0724874160898564,1.8660835096377852
NDVI,0.40413621068000793,0.07835997240570089,0.07988121897643247,32.235856524713135
NDBI,0.24076680839061737,0.14050265643651755,0.312851841780284,2.7465613174156953
NDWI,0.43953821063041687,0.07193670461671275,0.07344775189530633,34.56141333904646
LULC_WATER_COV,0.2130161076784134,0.006247813180535459,0.007544452688702852,2.0692068442664704
LULC_TREE_COV,0.05700055509805679,0.0014667102469251858,0.0015964491251904134,2.025355428581638
LULC_BUILT_COV,0.26656609773635864,0.47363951647564,0.12296662030148331,3.2479647969055967
LULC_RANGE_COV,0.03285989165306091,0.0007365738644554266,0.00015795316737360343,1.0186413768536597
LULC_WETLAND_COV,0.043953828513622284,0.005040025884421344,0.009787799897325455,1.0986581246120415
