feature,linear_abs_standardized_coefficient,random_forest_importance,permutation_importance,vif
BUILD_COV,0.10083078105473373,0.002060605317424196,0.0005268193676712496,3.107592461788738
BUILD_DEN,0.022653733759094408,0.0023494326317432183,0.0008979245694325511,2.2318184742231058
BUILD_H_PC1,0.028541403223340145,0.008156537838105774,0.005581062558259542,1.7800944090077813
ROAD_DEN,0.03104960572872313,0.006144039293476637,0.0015270613506724762,1.3226727734262287
ELEV_MEAN,0.11283453394703638,0.08212155920137,0.14409251638281417,1.9541875241344995
POP_DEN_WORLDPOP2020,0.12130128826971864,0.0819138971492921,0.14279611529829445,1.9189449186156702
NTL_MEAN,0.09281270338261075,0.039434662021572954,0.07203034986295369,1.8660219730339087
NDVI,0.404545048616439,0.07832301292143683,0.07987219546168144,32.23811198677249
NDBI,0.24076860858494684,0.14050411551285258,0.3131747678463649,2.7465378630578865
NDWI,0.43995897251043814,0.0719270505061958,0.07349710972534786,34.56345532315709
LULC_WATER_COV,0.21298208301988913,0.006244658767731857,0.007546868750048641,2.0692215126756985
LULC_TREE_COV,0.056969447234859825,0.0014661005642970578,0.001613088964588716,2.0253704868926636
LULC_BUILT_COV,0.26695889172822296,0.47358620850758193,0.1221775485514259,3.248048078908084
LULC_RANGE_COV,0.032855537740647256,0.0007259836823469957,0.0001676062734360828,1.0186351847857185
LULC_WETLAND_COV,0.04394942792787464,0.005042136084572026,0.009781851157689347,1.0986580174809748
