feature,mean_abs_shap
NDBI,0.921175502723524
POP_DEN_WORLDPOP2020,0.4467858637558592
ELEV_MEAN,0.3262279335789708
NDWI,0.2942497505796478
NDVI,0.20977918798540413
NTL_MEAN,0.14931839148478226
BUILD_H_MEAN,0.1193253819187167
ROAD_DEN,0.051262076084359454
BUILD_COV,0.007312825576632831
BUILD_DEN,0.005471553539894348
